area,week,male,female,delay(avg),young,middle,old,total,neighbor-total,result_label
A6734-26,47,2,0,3.5,0,0,2,2,3,x
A6734-26,30,2,5,3.5714285714285716,0,2,5,7,9,x
A6734-26,31,3,4,6.142857142857143,2,1,4,7,25,x
A6734-27,32,2,1,3.3333333333333335,0,1,2,3,16,x
A6734-27,33,2,2,6.5,0,3,1,4,23,x
A6734-27,34,5,4,2.111111111111111,1,4,4,9,55,x
A6734-27,35,2,3,5.6,0,2,3,5,61,x
A6734-27,36,6,3,3.3333333333333335,1,3,5,9,120,x
A6734-27,37,7,3,3.0,3,5,2,10,98,x
A6734-27,38,7,4,2.5454545454545454,0,8,3,11,138,x
A6734-27,39,5,7,3.4166666666666665,0,8,4,12,130,x
A6734-27,40,2,3,3.4,0,4,1,5,81,x
A6734-27,41,2,0,2.0,0,2,0,2,40,x
A6734-27,43,2,1,1.0,0,3,0,3,15,x
A6734-27,44,2,1,4.333333333333333,0,3,0,3,16,x
A6734-27,45,0,2,1.5,0,2,0,2,8,x
A6734-27,46,0,1,3.0,0,1,0,1,5,x
A6734-27,30,1,2,3.0,0,3,0,3,0,x
A6734-27,31,2,0,9.0,0,1,1,2,3,x
A6734-20,32,6,1,5.285714285714286,0,3,4,7,32,x
A6734-20,33,6,11,4.352941176470588,0,13,4,17,59,x
A6734-20,34,9,10,2.8947368421052633,2,8,9,19,67,x
A6734-20,35,4,5,3.888888888888889,0,6,3,9,80,x
A6734-20,36,8,8,5.125,4,5,7,16,128,x
A6734-20,37,15,7,3.5454545454545454,0,8,14,22,102,x
A6734-20,38,10,6,3.0625,1,10,5,16,97,x
A6734-20,39,8,4,2.25,1,8,3,12,84,x
A6734-20,40,5,4,3.0,1,6,2,9,47,x
A6734-20,41,2,4,2.6666666666666665,0,5,1,6,30,x
A6734-20,42,0,2,1.5,2,0,0,2,22,x
A6734-20,43,1,2,2.6666666666666665,0,0,3,3,12,x
A6734-20,45,0,1,5.0,1,0,0,1,7,x
A6734-20,47,1,0,6.0,0,1,0,1,1,x
A6734-20,49,1,0,1.0,0,1,0,1,0,x
A6734-20,28,0,1,5.0,0,0,1,1,1,x
A6734-20,30,2,2,2.75,0,2,2,4,4,x
A6734-20,31,2,2,6.5,0,3,1,4,21,x
A6734-21,32,1,1,2.5,0,2,0,2,18,x
A6734-21,33,1,1,4.0,0,1,1,2,24,x
A6734-21,34,1,2,3.0,0,1,2,3,40,x
A6734-21,35,2,2,2.5,1,2,1,4,48,x
A6734-21,36,3,1,4.75,1,3,0,4,81,x
A6734-21,37,2,3,5.4,0,3,2,5,84,x
A6734-21,38,12,11,3.0434782608695654,5,14,4,23,79,x
A6734-21,39,11,7,2.4444444444444446,0,10,8,18,95,x
A6734-21,40,6,10,2.125,1,12,3,16,42,x
A6734-21,41,5,5,2.8,1,7,2,10,33,x
A6734-21,42,2,4,2.3333333333333335,0,4,2,6,28,x
A6734-21,43,0,2,1.5,0,0,2,2,20,x
A6734-21,44,0,1,4.0,0,0,1,1,15,x
A6734-21,46,1,0,1.0,0,1,0,1,4,x
A6734-22,32,0,1,3.0,0,0,1,1,7,x
A6734-22,33,0,1,2.0,0,1,0,1,7,x
A6734-22,34,2,1,3.3333333333333335,0,2,1,3,7,x
A6734-22,35,3,1,4.25,0,3,1,4,9,x
A6734-22,36,3,1,2.25,0,2,2,4,19,x
A6734-22,37,4,7,3.5454545454545454,0,11,0,11,37,x
A6734-22,38,4,5,6.555555555555555,1,6,2,9,47,x
A6734-22,39,1,6,3.142857142857143,0,3,4,7,26,x
A6734-22,40,5,5,2.4,0,6,3,10,30,x
A6734-22,41,1,2,2.6666666666666665,1,2,0,3,12,x
A6734-22,42,2,3,3.4,1,3,0,5,15,x
A6734-22,43,1,0,1.0,0,1,0,1,3,x
A6734-22,44,0,2,0.5,0,1,1,2,7,x
A6734-22,46,0,1,20.0,0,0,1,1,1,x
A6734-23,32,1,1,5.5,1,1,0,2,48,x
A6734-23,33,1,2,3.6666666666666665,0,2,1,3,72,x
A6734-23,34,2,3,3.6,0,4,1,5,116,x
A6734-23,35,4,3,4.142857142857143,2,5,0,7,122,x
A6734-23,36,4,0,8.5,0,4,0,4,121,x
A6734-23,37,5,3,3.0,2,2,4,8,151,x
A6734-23,38,4,7,3.4545454545454546,1,7,3,11,164,x
A6734-23,39,3,3,2.6666666666666665,0,4,2,6,99,x
A6734-23,40,5,8,2.1538461538461537,0,7,5,13,57,x
A6734-23,41,2,1,1.3333333333333333,1,0,2,3,55,x
A6734-23,42,1,1,1.5,0,2,0,2,32,x
A6734-23,44,1,1,1.5,0,1,1,2,9,x
A6734-23,47,1,0,2.0,0,0,1,1,4,x
A6734-23,49,0,1,0.0,0,1,0,1,0,x
A6734-28,32,0,1,2.0,0,1,0,1,19,x
A6734-28,33,7,1,4.5,0,5,3,8,12,x
A6734-28,34,3,5,2.875,0,4,3,8,34,x
A6734-28,35,5,7,4.416666666666667,1,8,3,12,41,x
A6734-28,36,17,22,2.8974358974358974,7,20,12,39,75,x
A6734-28,37,19,21,5.0,4,20,16,40,84,x
A6734-28,38,9,5,2.142857142857143,1,6,7,14,122,x
A6734-28,39,13,13,2.423076923076923,1,15,9,26,117,x
A6734-28,40,16,12,2.892857142857143,3,13,12,28,82,x
A6734-28,41,4,4,2.375,0,6,2,8,48,x
A6734-28,42,3,7,2.2,3,6,1,10,37,x
A6734-28,43,3,0,2.0,0,2,1,3,14,x
A6734-28,44,3,3,4.5,1,4,1,6,6,x
A6734-28,45,0,1,4.0,0,1,0,1,8,x
A6734-28,46,1,0,5.0,0,0,1,1,1,x
A6734-28,50,1,0,8.0,0,1,0,1,0,x
A6734-29,32,3,3,2.6666666666666665,0,4,2,6,21,x
A6734-29,33,1,3,4.75,0,4,0,4,24,x
A6734-29,34,7,5,2.8333333333333335,4,6,2,12,46,x
A6734-29,35,7,2,4.333333333333333,0,5,4,9,69,x
A6734-29,36,7,8,3.933333333333333,2,8,5,15,110,x
A6734-29,37,8,8,3.625,4,11,1,16,131,x
A6734-29,38,11,9,2.7,0,12,8,20,126,x
A6734-29,39,4,6,2.0,0,8,2,10,139,x
A6734-29,40,4,6,1.9,0,6,4,10,117,x
A6734-29,41,3,3,1.0,0,3,3,6,61,x
A6734-29,42,3,3,1.8333333333333333,0,3,3,6,48,x
A6734-29,43,1,1,0.5,0,0,2,2,20,x
A6734-29,45,0,1,1.0,0,1,0,1,8,x
A6734-29,30,1,0,3.0,0,1,0,1,3,x
A2002-50,40,1,0,4.0,0,1,0,1,0,x
A6731-27,34,1,1,4.0,0,2,0,2,2,x
A6731-27,35,1,0,1.0,0,0,1,1,1,x
A6731-27,36,2,3,4.4,0,3,1,5,6,x
A6731-27,37,3,1,4.5,1,2,1,4,17,x
A6731-27,38,4,1,4.0,0,5,0,5,17,x
A6731-27,39,5,0,3.2,2,2,1,5,20,x
A6731-27,40,2,1,2.3333333333333335,1,2,0,3,11,x
A6731-27,41,1,0,1.0,0,1,0,1,15,x
A6731-27,42,0,1,1.0,0,1,0,1,8,x
A6731-27,43,2,0,4.0,0,2,0,2,3,x
A6731-26,38,1,1,1.5,0,2,0,2,24,x
A6731-26,39,1,0,4.0,0,1,0,1,42,x
A6731-25,34,0,4,5.0,0,4,0,4,15,x
A6731-25,35,0,1,4.0,0,0,1,1,20,x
A6731-25,36,4,4,3.625,0,6,2,8,38,x
A6731-25,37,6,5,4.818181818181818,0,8,3,11,31,x
A6731-25,38,1,5,2.8333333333333335,0,4,2,6,17,x
A6731-25,39,3,5,2.0,1,6,1,8,26,x
A6731-25,40,6,5,1.9090909090909092,0,10,1,11,14,x
A6731-25,41,3,2,2.8,1,3,1,5,19,x
A6731-25,42,3,1,2.0,0,4,0,4,7,x
A6731-25,43,2,3,2.0,1,4,0,5,4,x
A6731-25,44,2,0,3.5,0,2,0,2,5,x
A6731-25,45,2,0,4.0,0,2,0,2,0,x
A6731-24,37,1,1,2.5,0,2,0,2,12,x
A6731-24,38,3,0,5.0,0,3,0,3,17,x
A6731-24,39,3,1,4.0,2,0,2,4,18,x
A6731-24,40,1,1,1.5,0,1,0,2,9,x
A6731-24,42,2,3,3.2,0,5,0,5,3,x
A6731-24,43,0,1,1.0,0,1,0,1,3,x
A6731-24,44,1,0,4.0,0,1,0,1,2,x
A6731-24,45,2,1,4.0,1,2,0,3,0,x
A6731-23,34,0,1,2.0,0,1,0,1,2,x
A6731-23,36,0,2,6.0,0,2,0,2,7,x
A6731-23,37,1,1,4.0,1,1,0,2,14,x
A6731-23,38,3,2,2.0,1,4,0,5,17,x
A6731-23,39,4,4,2.875,1,5,2,8,18,x
A6731-23,40,0,2,5.0,1,1,0,2,11,x
A6731-23,41,1,0,4.0,0,1,0,1,9,x
A6731-23,42,0,1,7.0,0,1,0,1,9,x
A6731-23,44,1,1,1.5,0,1,0,2,3,x
A6731-22,34,3,4,2.142857142857143,1,5,1,7,12,x
A6731-22,36,1,2,1.6666666666666667,0,2,1,3,29,x
A6731-22,37,6,2,4.75,0,6,2,8,55,x
A6731-22,38,5,3,2.625,0,6,2,8,43,x
A6731-22,39,5,5,2.5,0,9,1,10,55,x
A6731-22,40,2,4,2.3333333333333335,0,4,2,6,28,x
A6731-22,41,1,2,2.3333333333333335,0,3,0,3,24,x
A6731-22,42,0,3,3.0,0,3,0,3,19,x
A6731-22,43,2,1,1.3333333333333333,0,3,0,3,9,x
A6731-22,45,1,1,3.0,0,2,0,2,5,x
A6731-21,32,0,1,3.0,0,1,0,1,1,x
A6731-21,33,1,0,8.0,0,1,0,1,2,x
A6731-21,34,2,0,3.0,0,1,1,2,8,x
A6731-21,35,1,1,6.5,0,0,1,2,2,x
A6731-21,36,1,3,2.5,0,3,1,4,5,x
A6731-21,37,1,2,2.6666666666666665,0,2,1,3,17,x
A6731-21,39,3,5,2.875,2,3,3,8,23,x
A6731-21,40,2,0,0.5,0,2,0,2,12,x
A6731-21,41,1,3,0.75,0,2,2,4,11,x
A6731-21,42,1,1,1.5,0,2,0,2,6,x
A6731-21,45,0,1,2.0,0,1,0,1,3,x
A6731-20,33,1,0,4.0,0,1,0,1,3,x
A6731-20,35,0,1,5.0,0,1,0,1,6,x
A6731-20,37,2,0,4.0,0,2,0,2,18,x
A6731-20,39,4,0,3.5,0,3,1,4,39,x
A6731-20,40,0,1,0.0,0,1,0,1,23,x
A6731-20,41,1,0,2.0,0,1,0,1,20,x
A6712-15,43,0,1,3.0,0,1,0,1,0,x
A6712-15,47,0,1,7.0,0,1,0,1,1,x
A6731-29,32,1,2,3.3333333333333335,0,1,2,3,5,x
A6731-29,33,4,2,3.0,0,3,3,6,10,x
A6731-29,34,4,6,2.8,0,9,1,10,29,x
A6731-29,35,3,0,3.0,0,2,1,3,43,x
A6731-29,36,10,8,2.611111111111111,3,11,4,18,71,x
A6731-29,37,9,4,3.076923076923077,2,9,2,13,49,x
A6731-29,38,4,4,3.125,0,4,4,8,21,x
A6731-29,39,4,5,4.0,2,6,1,9,35,x
A6731-29,40,2,4,2.6666666666666665,0,5,1,6,25,x
A6731-29,41,2,2,3.5,0,4,0,4,22,x
A6731-29,42,0,1,4.0,0,1,0,1,9,x
A6731-29,44,1,0,3.0,0,1,0,1,7,x
A6731-29,46,1,0,4.0,0,0,1,1,1,x
A6731-29,50,1,0,9.0,0,0,1,1,0,x
A6731-28,32,0,1,9.0,0,1,0,1,0,x
A6731-28,33,1,0,4.0,0,1,0,1,0,x
A6731-28,34,0,1,1.0,0,1,0,1,9,x
A6731-28,37,1,4,4.0,0,4,1,5,29,x
A6731-28,38,1,1,4.5,0,1,1,2,40,x
A6731-28,39,2,1,3.0,0,2,1,3,30,x
A6731-28,40,1,0,0.0,0,0,1,1,21,x
A6731-28,41,3,2,1.0,0,4,1,5,19,x
A6731-28,43,1,0,3.0,0,1,0,1,10,x
A6732-53,34,1,1,4.5,0,2,0,2,3,x
A6732-53,36,1,0,2.0,0,1,0,1,10,x
A6732-53,37,0,1,2.0,0,1,0,1,18,x
A6732-53,38,2,2,2.5,0,4,0,4,20,x
A6732-53,39,1,2,1.6666666666666667,0,2,1,3,24,x
A6732-53,40,5,7,1.1666666666666667,1,9,2,12,21,x
A6732-53,41,1,4,1.6,0,2,3,5,17,x
A6732-53,42,2,2,4.0,0,1,3,4,22,x
A6732-53,43,2,1,3.3333333333333335,0,3,0,3,20,x
A6732-53,44,2,1,3.3333333333333335,0,2,1,3,16,x
A6732-53,45,1,1,1.0,1,0,1,2,9,x
A6732-52,34,1,0,3.0,0,1,0,1,6,x
A6732-52,36,3,0,4.0,0,2,0,3,12,x
A6732-52,37,2,0,2.0,0,2,0,2,25,x
A6732-52,38,3,1,3.0,1,2,1,4,35,x
A6732-52,39,2,2,1.75,0,2,2,4,32,x
A6732-52,40,3,0,1.0,0,3,0,3,31,x
A6732-52,41,2,2,1.75,0,4,0,4,21,x
A6732-52,42,4,5,1.6666666666666667,0,4,5,9,20,x
A6732-52,43,3,2,2.8,0,3,2,5,20,x
A6732-52,45,1,1,3.5,0,2,0,2,11,x
A6732-52,46,1,2,5.333333333333333,1,2,0,3,5,x
A6732-52,47,2,0,2.5,0,1,1,2,5,x
A6732-52,49,1,0,5.0,0,1,0,1,2,x
A6732-51,35,0,1,19.0,0,1,0,1,3,x
A6732-51,37,0,1,2.0,0,0,1,1,23,x
A6732-51,38,4,1,2.4,1,3,1,5,35,x
A6732-51,39,3,2,5.4,0,3,2,5,32,x
A6732-51,40,2,1,2.0,0,2,1,3,20,x
A6732-51,41,1,2,1.6666666666666667,0,0,3,3,20,x
A6732-51,42,4,0,1.25,1,3,0,4,20,x
A6732-51,43,1,2,2.3333333333333335,1,2,0,3,20,x
A6732-51,44,1,1,3.0,0,0,2,2,8,x
A6732-51,45,1,0,3.0,0,1,0,1,9,x
A6732-51,46,0,1,2.0,0,1,0,1,13,x
A6732-50,33,1,0,7.0,0,1,0,1,1,x
A6732-50,35,0,1,4.0,0,1,0,1,4,x
A6732-50,36,1,1,14.5,1,1,0,2,11,x
A6732-50,37,4,4,4.625,0,7,1,8,26,x
A6732-50,38,5,4,2.2222222222222223,0,6,3,9,29,x
A6732-50,39,3,2,2.8,1,1,3,5,22,x
A6732-50,40,5,5,1.4,1,4,5,10,31,x
A6732-50,41,3,1,1.5,0,2,2,4,20,x
A6732-50,42,2,4,1.8333333333333333,2,2,2,6,21,x
A6732-50,43,4,7,0.7272727272727273,0,7,4,11,20,x
A6732-50,44,4,3,2.4285714285714284,0,6,1,7,10,x
A6732-50,45,2,3,1.8,1,3,1,5,6,x
A6732-50,46,0,1,3.0,0,1,0,1,8,x
A6732-50,47,1,2,1.6666666666666667,1,2,0,3,2,x
A6732-50,48,1,0,4.0,0,0,1,1,0,x
A6732-50,49,1,0,1.0,0,1,0,1,2,x
A6732-57,34,1,1,2.0,0,2,0,2,4,x
A6732-57,36,2,1,5.0,0,2,1,3,8,x
A6732-57,37,0,1,2.0,0,1,0,1,9,x
A6732-57,39,2,2,1.0,1,3,0,4,16,x
A6732-57,40,0,1,2.0,0,1,0,1,21,x
A6732-57,41,1,1,1.5,1,0,1,2,13,x
A6732-57,42,3,0,1.3333333333333333,0,3,0,3,18,x
A6732-57,44,2,2,3.25,0,2,2,4,7,x
A6732-57,45,1,0,0.0,0,1,0,1,5,x
A6732-57,46,1,0,4.0,0,1,0,1,6,x
A6732-57,47,0,2,1.0,0,1,1,2,3,x
A6732-57,48,1,0,8.0,0,1,0,1,0,x
A6732-56,36,0,2,3.5,0,2,0,2,8,x
A6732-56,37,0,1,2.0,0,1,0,1,9,x
A6732-56,38,4,0,2.0,0,3,1,4,20,x
A6732-56,39,4,5,2.888888888888889,1,5,3,9,17,x
A6732-56,40,1,0,1.0,0,1,0,1,15,x
A6732-56,41,1,2,1.3333333333333333,0,1,2,3,12,x
A6732-56,42,1,0,1.0,0,1,0,1,17,x
A6732-56,43,0,1,4.0,0,1,0,1,13,x
A6732-56,44,1,0,1.0,0,1,0,1,3,x
A6732-56,45,0,2,1.5,0,0,2,2,3,x
A6732-56,46,1,0,1.0,0,0,1,1,5,x
A6732-56,48,0,1,5.0,0,0,0,1,1,x
A6732-55,36,2,0,2.0,0,1,1,2,24,x
A6732-55,37,3,1,3.0,0,3,1,4,40,x
A6732-55,38,2,3,5.2,1,3,0,5,53,x
A6732-55,39,2,5,2.857142857142857,0,3,4,7,63,x
A6732-55,40,3,4,3.142857142857143,0,6,1,7,50,x
A6732-55,41,0,4,1.75,0,4,0,4,39,x
A6732-55,42,1,2,4.666666666666667,1,2,0,3,29,x
A6732-55,43,1,3,1.25,0,3,1,4,26,x
A6732-55,44,1,0,0.0,0,1,0,1,15,x
A6732-54,35,0,1,3.0,0,1,0,1,2,x
A6732-54,37,2,1,4.666666666666667,0,1,0,3,13,x
A6732-54,39,2,2,2.75,0,3,1,4,15,x
A6732-54,40,2,2,1.5,1,2,1,4,25,x
A6732-54,41,1,3,2.0,2,2,0,4,12,x
A6732-54,42,1,2,3.0,0,3,0,3,11,x
A6732-54,43,0,3,1.3333333333333333,0,2,1,3,15,x
A6732-54,44,2,1,2.0,0,2,1,3,12,x
A6732-54,46,2,0,1.0,0,1,1,2,3,x
A6701-20,34,1,0,8.0,1,0,0,1,8,x
A6701-20,35,2,4,4.0,0,1,5,6,9,x
A6701-20,36,2,1,5.0,0,3,0,3,23,x
A6701-20,37,1,2,1.6666666666666667,1,0,2,3,6,x
A6701-20,39,1,1,8.0,0,0,2,2,5,x
A6701-20,40,0,1,5.0,0,1,0,1,1,x
A6701-21,34,3,2,4.2,0,2,3,5,4,x
A6701-21,35,6,2,4.625,0,5,3,8,8,x
A6701-21,36,6,8,4.214285714285714,1,6,7,14,15,x
A6701-21,37,1,1,6.0,0,1,1,2,8,x
A6701-21,38,1,1,3.5,0,2,0,2,1,x
A6701-21,39,1,0,1.0,0,0,1,1,5,x
A6701-21,40,1,0,2.0,0,0,1,1,2,x
A6701-21,41,0,1,1.0,0,1,0,1,0,x
A6701-21,42,0,1,2.0,0,0,1,1,0,x
A6701-21,46,1,0,2.0,0,1,0,1,1,x
A6701-22,34,2,0,4.5,0,1,1,2,7,x
A6701-22,36,3,1,7.25,0,2,2,4,19,x
A6701-22,37,1,1,5.0,0,1,1,2,6,x
A6701-22,38,0,1,6.0,0,1,0,1,2,x
A6701-22,39,1,0,7.0,0,0,1,1,3,x
A6701-22,49,1,0,1.0,0,1,0,1,0,x
A6701-23,33,1,0,7.0,0,0,1,1,0,x
A6701-23,34,1,0,6.0,0,0,1,1,8,x
A6701-23,35,0,1,2.0,0,0,1,1,15,x
A6701-23,36,0,2,2.5,0,1,1,2,24,x
A6701-23,37,1,0,2.0,0,1,0,1,9,x
A6701-24,40,0,1,3.0,0,1,0,1,1,x
A6701-24,34,1,0,3.0,0,0,1,1,1,x
A6701-25,43,0,1,6.0,0,1,0,1,0,x
A6701-25,37,1,0,7.0,0,1,0,1,2,x
A6701-27,41,1,0,2.0,0,0,1,1,0,x
A6712-19,35,2,0,5.5,0,1,1,2,1,x
A6411-02,38,1,0,1.0,0,1,0,1,0,x
A6735-44,35,1,0,4.0,0,0,1,1,66,x
A6721-08,43,0,1,2.0,0,1,0,1,1,x
A6721-08,34,1,0,8.0,1,0,0,1,0,x
A6721-08,39,1,1,2.0,0,1,1,2,3,x
A6721-08,29,1,0,15.0,0,1,0,1,0,x
A6721-08,37,2,1,2.0,0,3,0,3,4,x
A6721-09,45,0,1,2.0,0,0,0,1,0,x
A6721-09,44,0,1,2.0,0,1,0,1,1,x
A6721-09,37,2,0,2.5,0,2,0,2,5,x
A6721-09,38,1,0,2.0,1,0,0,1,4,x
A6721-09,39,0,1,6.0,0,1,0,1,3,x
A6721-01,38,0,1,3.0,0,1,0,1,0,x
A6721-01,35,0,1,5.0,0,0,1,1,0,x
A6721-01,36,0,2,3.0,0,1,1,2,1,x
A6721-01,37,1,0,2.0,0,1,0,1,2,x
A6721-01,30,1,0,3.0,0,1,0,1,0,x
A6721-02,40,0,1,1.0,0,1,0,1,0,x
A6721-02,42,1,0,1.0,0,1,0,1,0,x
A6721-02,43,1,0,7.0,0,1,0,1,0,x
A6721-04,37,0,1,1.0,0,1,0,1,7,x
A6721-04,46,1,0,2.0,0,1,0,1,0,x
A6721-05,45,0,1,2.0,0,1,0,1,0,x
A6721-06,37,1,0,4.0,0,1,0,1,7,x
A6721-06,38,0,1,2.0,0,1,0,1,2,x
A6721-06,39,0,1,3.0,0,1,0,1,6,x
A6721-06,41,1,0,0.0,0,1,0,1,0,x
A6721-06,42,1,0,2.0,0,1,0,1,2,x
A6721-06,43,0,1,6.0,0,0,0,1,2,x
A6721-06,46,1,0,1.0,1,0,0,1,0,x
A6721-07,32,1,0,1.0,0,1,0,1,0,x
A6721-07,37,1,1,2.0,0,2,0,2,3,x
A6721-07,38,1,0,3.0,0,0,1,1,2,x
A6721-07,39,0,2,2.0,0,2,0,2,4,x
A6721-07,42,1,0,1.0,0,1,0,1,1,x
A6721-07,50,1,0,4.0,0,1,0,1,0,x
A6721-07,27,1,0,2.0,0,1,0,1,0,x
A6424-15,38,1,0,2.0,0,1,0,1,0,x
A6714-05,38,0,1,3.0,0,1,0,1,0,x
A6714-05,39,1,0,2.0,0,1,0,1,3,x
A6717-05,42,0,1,2.0,0,1,0,1,0,x
A6717-05,39,1,0,6.0,0,1,0,1,2,x
A6717-06,39,1,0,1.0,0,1,0,1,2,x
A6727-11,33,0,1,13.0,0,1,0,1,2,x
A6727-11,34,0,1,2.0,0,0,1,1,1,x
A6727-11,36,1,0,2.0,0,1,0,1,18,x
A6727-11,37,3,1,2.0,2,2,0,4,33,x
A6727-11,38,3,1,3.0,0,3,1,4,37,x
A6727-11,39,1,3,1.75,0,4,0,4,37,x
A6727-11,40,1,1,3.0,1,1,0,2,27,x
A6727-11,43,0,2,5.0,1,1,0,2,19,x
A6727-11,44,2,0,1.5,0,2,0,2,13,x
A6727-11,49,0,1,4.0,0,1,0,1,3,x
A6727-11,50,1,0,2.0,0,0,1,1,6,x
A6727-10,35,0,1,2.0,0,1,0,1,2,x
A6727-10,36,1,0,4.0,0,1,0,1,1,x
A6727-10,37,3,4,3.0,1,4,2,7,5,x
A6727-10,38,0,3,2.0,0,3,0,3,4,x
A6727-10,39,1,3,1.25,1,2,1,4,12,x
A6727-10,40,0,1,1.0,0,0,1,1,4,x
A6727-10,41,4,2,3.0,0,5,1,6,3,x
A6727-10,42,2,0,2.0,0,2,0,2,7,x
A6727-10,45,0,3,1.0,0,0,3,3,3,x
A6727-13,32,1,0,4.0,0,1,0,1,0,x
A6727-13,33,1,0,4.0,0,1,0,1,1,x
A6727-13,35,1,0,3.0,0,1,0,1,8,x
A6727-13,36,1,0,2.0,1,0,0,1,14,x
A6727-13,37,0,2,3.5,1,1,0,2,27,x
A6727-13,38,0,1,2.0,0,1,0,1,26,x
A6727-13,39,3,1,3.25,0,3,1,4,35,x
A6727-13,40,0,1,1.0,0,1,0,1,22,x
A6727-13,41,0,2,4.0,1,0,1,2,18,x
A6727-13,42,2,0,2.5,0,1,1,2,12,x
A6727-13,43,0,1,1.0,0,0,1,1,9,x
A6727-13,45,1,1,0.5,0,2,0,2,8,x
A6727-13,46,1,0,4.0,0,1,0,1,7,x
A6727-13,47,1,0,1.0,0,1,0,1,4,x
A6727-13,50,1,0,1.0,0,0,1,1,8,x
A6727-12,45,1,0,1.0,1,0,0,1,0,x
A6727-12,36,1,1,3.0,0,2,0,2,4,x
A6727-12,37,0,3,3.3333333333333335,1,2,0,3,7,x
A6727-12,38,1,1,3.0,1,1,0,2,8,x
A6727-12,39,2,1,5.333333333333333,0,3,0,3,10,x
A6727-15,36,0,1,4.0,1,0,0,1,6,x
A6727-15,37,0,1,6.0,0,1,0,1,14,x
A6727-15,38,1,0,3.0,0,1,0,1,12,x
A6727-15,39,1,1,1.5,0,2,0,2,16,x
A6727-15,40,0,1,0.0,0,0,1,1,7,x
A6727-15,41,0,1,2.0,0,1,0,1,4,x
A6727-15,42,0,1,0.0,0,1,0,1,6,x
A6727-15,43,0,1,3.0,0,1,0,1,3,x
A6727-15,44,0,1,3.0,0,1,0,1,3,x
A6727-14,35,1,0,5.0,0,0,0,1,1,x
A6727-14,36,0,1,2.0,1,0,0,1,9,x
A6727-14,38,1,1,1.5,0,2,0,2,23,x
A6727-14,39,0,2,4.5,0,2,0,2,28,x
A6727-14,41,1,1,0.5,0,2,0,2,9,x
A6727-14,42,1,0,4.0,0,1,0,1,7,x
A6727-14,43,1,0,2.0,0,1,0,1,3,x
A6727-14,46,0,1,2.0,0,1,0,1,2,x
A6727-14,29,0,1,6.0,0,1,0,1,0,x
A6727-17,36,0,1,3.0,0,1,0,1,5,x
A6727-17,37,3,0,4.333333333333333,0,2,0,3,9,x
A6727-17,38,0,2,5.0,0,2,0,2,11,x
A6727-17,39,0,3,2.0,0,3,0,3,14,x
A6727-17,40,1,0,0.0,1,0,0,1,7,x
A6727-17,41,0,1,0.0,0,1,0,1,6,x
A6727-17,42,0,1,1.0,0,1,0,1,7,x
A6727-17,44,1,0,0.0,0,1,0,1,3,x
A6727-17,47,1,0,3.0,0,1,0,1,1,x
A6727-16,34,1,0,4.0,0,1,0,1,0,x
A6727-16,36,1,0,3.0,0,1,0,1,5,x
A6727-16,37,0,2,5.0,0,1,1,2,7,x
A6727-16,38,1,0,4.0,0,1,0,1,7,x
A6727-16,39,1,1,2.5,0,2,0,2,10,x
A6727-16,42,1,1,2.5,0,2,0,2,3,x
A6727-19,36,2,1,3.6666666666666665,0,2,1,3,4,x
A6727-19,39,0,2,2.5,0,2,0,2,7,x
A6727-19,40,3,0,2.6666666666666665,0,3,0,3,7,x
A6727-19,44,2,1,5.333333333333333,0,3,0,3,0,x
A6727-19,46,1,0,4.0,0,1,0,1,3,x
A6727-19,47,1,0,2.0,0,0,1,1,1,x
A6727-18,35,1,0,4.0,0,1,0,1,8,x
A6727-18,36,1,1,14.0,0,2,0,2,17,x
A6727-18,37,1,0,1.0,0,1,0,1,19,x
A6727-18,38,0,2,2.0,0,2,0,2,12,x
A6727-18,39,1,2,4.333333333333333,0,3,0,3,19,x
A6727-18,40,1,1,6.0,0,2,0,2,14,x
A6727-18,41,0,2,2.0,0,2,0,2,9,x
A6727-18,43,1,0,0.0,0,1,0,1,3,x
A6727-18,45,1,0,1.0,0,1,0,1,2,x
A6727-18,46,1,1,4.0,0,2,0,2,2,x
A6727-18,50,1,0,2.0,0,1,0,1,1,x
A6408-09,46,1,0,3.0,0,1,0,1,0,x
A6720-10,37,1,1,3.0,0,2,0,2,3,x
A6720-10,40,1,0,3.0,0,1,0,1,2,x
A6720-10,43,1,0,3.0,0,1,0,1,0,x
A6720-10,44,1,0,6.0,0,1,0,1,1,x
A6720-10,45,0,1,0.0,0,1,0,1,0,x
A6720-10,46,0,1,5.0,0,1,0,1,0,x
A6720-11,36,1,0,2.0,0,1,0,1,2,x
A6720-11,39,1,0,4.0,0,1,0,1,1,x
A6720-12,34,0,1,2.0,0,1,0,1,1,x
A6720-12,36,0,1,5.0,0,1,0,1,1,x
A6720-12,40,1,0,6.0,0,1,0,1,2,x
A6720-12,42,0,1,3.0,0,0,0,1,0,x
A6720-12,47,0,1,1.0,0,1,0,1,1,x
A6720-12,48,1,0,3.0,0,1,0,1,1,x
A6735-19,37,4,2,3.0,0,5,1,6,4,x
A6735-19,38,1,4,4.4,0,4,1,5,13,x
A6735-19,39,2,0,1.0,0,2,0,2,6,x
A6735-19,40,1,0,0.0,0,0,1,1,6,x
A6735-19,41,1,2,2.6666666666666665,1,2,0,3,9,x
A6735-19,42,1,0,1.0,0,1,0,1,3,x
A6735-19,43,0,1,5.0,0,1,0,1,5,x
