level2,neighbors
A6731-19,"A6731-13,A6731-16,A6731-22,A6731-21,A6731-20,"
A6731-12,"A6731-18,A6731-11,A6731-09,A6731-17,A6731-10,"
A6731-13,"A6731-19,A6731-04,A6731-11,A6731-16,A6731-14,A6731-22,"
A6731-10,"A6731-09,A6731-12,A6731-04,A6718-14,A6718-12,A6718-02,A6731-17,A6731-41,A6731-05,A6731-28,"
A6731-11,"A6731-18,A6731-09,A6731-12,A6731-04,A6731-16,A6731-13,"
A6731-16,"A6731-13,A6731-18,A6731-19,A6731-11,A6731-20,"
A6731-17,"A6731-12,A6731-10,A6731-18,A6731-28,"
A6731-14,"A6731-13,A6731-07,A6731-03,A6731-15,A6731-26,A6731-22,A6731-32,A6731-04,"
A6731-15,"A6731-08,A6731-05,A6731-07,A6731-06,A6731-14,A6731-25,A6731-30,A6731-32,"
A6735-01,"A6735-09,A6735-02,A6735-07,A6735-25,"
A6732-64,"A6727-11,A6727-13,A6732-62,A6732-63,A6732-61,"
A6732-62,"A6732-64,A6732-63,A6732-60,A6732-61,"
A6732-63,"A6727-10,A6727-13,A6732-62,A6732-60,A6732-55,A6732-59,A6732-64,A6733-35,"
A6732-60,"A6732-62,A6732-63,A6732-61,A6732-59,A6732-58,A6732-57,"
A6732-61,"A6727-11,A6732-53,A6732-64,A6732-57,A6732-60,A6732-54,A6727-13,A6732-62,"
A6735-03,"A6735-16,A6735-08,A6735-02,A6735-05,"
A6735-02,"A6735-01,A6735-09,A6735-03,A6735-07,A6735-16,A6735-27,"
A6735-05,"A6721-11,A6735-03,A6735-17,A6735-16,A6735-08,A6714-11,A6735-11,"
A6735-04,"A6735-14,A6735-06,"
A6735-07,"A6735-01,A6735-27,A6735-02,A6735-12,A6735-25,"
A6721-12,"A6721-08,A6721-09,A6721-11,A6721-10,A6721-06,A6720-04,"
A6721-11,"A6721-03,A6714-10,A6721-12,A6714-11,A6721-10,A6721-07,A6735-05,"
A6721-10,"A6721-12,A6721-11,A6721-06,A6721-07,"
A6712-14,"A6712-11,A6712-19,A6712-12,A6712-15,A6712-16,"
A6704-10,"A6706-07,A6704-09,A6709-09,A6706-09,A6704-06,"
A6725-02,"A6725-01,"
A6725-03,"A6725-04,A6725-01,A6726-01,A6726-02,A6723-08,A6723-09,"
A6720-07,"A6720-06,A6720-03,A6720-09,A6720-08,"
A6735-52,"A6735-45,A6735-39,A6735-50,A6735-54,A6735-44,"
A6720-05,"A6719-15,A6718-01,A6720-11,A6722-03,A6722-02,A6722-04,A6720-02,"
A6720-04,"A6721-09,A6719-14,A6720-12,A6731-05,A6721-12,A6731-01,A6731-02,A6720-06,A6720-10,A6720-01,A6720-03,A6721-04,"
A6720-03,"A6720-07,A6720-06,A6720-04,A6720-11,A6720-01,A6720-08,A6720-02,"
A6720-02,"A6720-05,A6720-03,A6719-15,A6720-01,A6720-11,"
A6720-01,"A6719-14,A6720-04,A6720-03,A6719-15,A6720-02,"
A6735-53,"A6735-44,A6735-47,A6735-49,A6735-50,"
A6735-09,"A6735-01,A6735-02,A6735-25,"
A6735-08,"A6735-16,A6735-03,A6735-05,"
A6712-04,"A6712-06,A6712-10,A6716-06,A6716-04,A6715-01,"
A6720-09,"A6720-07,A6720-06,A6720-10,A6720-08,"
A6720-08,"A6720-07,A6720-10,A6720-11,A6720-12,A6720-03,A6720-09,"
